경도,위도
126.82408970874351,37.559744711632504
126.82455875951756,37.559696268346315
126.82456435455025,37.55969569104896
126.82506038135426,37.55964773539256
126.82516988530524,37.55963715047055
126.82518048126634,37.55963608435858
126.82562391602677,37.559591813248524
126.82563084560213,37.55959114798129
126.8261321013657,37.55954275439332
126.82645034490866,37.559510276170435
126.82653650503511,37.55950148567024
126.82684478822299,37.55947188072754
126.8270985957024,37.5594475095582
126.82746139297612,37.55941587922047
126.82762216510996,37.559400952963465
126.82771457083923,37.55939298854916
126.82771017616207,37.559384476493
126.8277825778549,37.55937863704611
126.82785510417277,37.559372787448154
126.82818066970762,37.55935529228339
126.82850056029903,37.55931976595546
126.82851004449587,37.55931943772898
126.82860419920776,37.559309214789515
126.82889127696781,37.5592782977374
126.82898082236065,37.55926983475505
126.82928526941619,37.559236374530876
126.82960259829495,37.55920143636024
126.82970946447482,37.55918966410444
126.82974451032769,37.55918737176016
126.82987579236453,37.55917438955519
126.82988130210988,37.55917384487101
126.83007855014961,37.55915435780146
126.83017735026777,37.55914194987476
126.83024752960374,37.559133132694384
126.8302767782319,37.55913604950807
126.83034023579299,37.5591268254937
126.83034736852815,37.559125842927955
126.83034990513576,37.55912554184595
126.8304646647302,37.55911189562131
126.83089973080784,37.559071800722165
126.83090691957446,37.55907113481097
126.83095670723301,37.55906639468346
126.8317113123588,37.55899463850769
126.83171344065377,37.55899441620588
126.83171479824074,37.558994283281045
126.83224724556811,37.55893765415919
126.83225234215583,37.55893696731942
126.83227419184641,37.558934162436366
126.83227850519462,37.5589334468295
126.83264702864845,37.558895655121745
126.83291234548379,37.55886751930848
126.8330205025492,37.55885523848101
126.83302217754641,37.55885506136584
126.83319145215953,37.55883739310401
126.83320357590405,37.55883612759094
126.83362741257936,37.55879188874346
126.83377143084282,37.55877685773409
126.83377466745397,37.55877652086943
126.83416956781966,37.558735671675485
126.83450454961911,37.55870031330718
126.83451174818012,37.558699557097185
126.83451990794545,37.55869944265213
126.83453182716833,37.5586992718814
126.83453921789142,37.558698551003864
126.83462421186043,37.55869005898198
126.83466968632116,37.55868520374529
126.83467528851169,37.55868495049141
126.83534171670836,37.55862143157722
126.83568135152046,37.55858905967195
126.83568515566277,37.558588688091845
126.83640550327783,37.55851757258923
126.83643609015175,37.558514876432696
126.83643950797365,37.558514530598586
126.83644363974166,37.55851411126155
126.83659991598604,37.5584983750421
126.8371112041494,37.55844686708875
126.83716428436783,37.55844151639324
126.83734569845821,37.558424414168876
126.83740286467923,37.5584501456464
126.83740593704574,37.55845978651856
126.83741080426152,37.558459293759654
126.83745122584423,37.55845527708497
126.83764706252119,37.558435816301106
126.83771924116999,37.55842863821862
126.83781324315099,37.55841928948035
126.83793277188146,37.55840738970455
126.83799655121481,37.55833295757791
126.83791842935894,37.55808823055072
126.83789381181306,37.55801107280916
126.8378771765433,37.5579589720734
126.83786499204577,37.55792081121677
126.83785467163062,37.557888483483715
126.83783970025382,37.557841556764295
126.83781467917356,37.55776319074457
126.83781506975033,37.55758497774757
126.83781579100602,37.55725450825693
126.83781706183949,37.55667334787482
126.837812633206,37.55665947661475
126.83780368567756,37.55663144335554
126.83778614030383,37.55657654873848
126.83778359543913,37.556568584624834
126.83773851344034,37.556427433913385
126.83773622201066,37.55642025809204
126.83770200683183,37.55631313540749
126.8376671619808,37.556203997382816
126.8376470529209,37.5561409879955
126.83757787938883,37.55592430476095
126.83757702559801,37.55592163379962
126.83747711027611,37.55560869850993
126.83739060791619,37.555337770657275
126.8373819316778,37.555310587948334
126.8373737478507,37.555284949297985
126.8372993381481,37.555051940214334
126.83725426852291,37.55491087228221
126.83722164416548,37.55480861570191
126.83718098391519,37.554681171045836
126.83715274992639,37.554592754870505
126.8371209074579,37.554493005676186
126.83711714252352,37.55448117875206
126.83706184241309,37.55430802318319
126.8370501612006,37.554271437892005
126.83703936342468,37.554237624682116
126.83703802596929,37.55423345116623
126.83694922106292,37.55395530828272
126.83692280768173,37.55387256089778
126.83686343062844,37.55368661210111
126.83684760545286,37.55363705392027
126.83684170335201,37.55361855766441
126.83683367632973,37.55359340657663
126.836831711133,37.553587251986094
126.83682872142163,37.55357789547946
126.83679175412288,37.5534619770518
126.8367456967145,37.55331786221629
126.83674151512143,37.55330477466312
126.8367305900277,37.55327053977829
126.83664620534698,37.5530061435059
126.83658671428368,37.55281992530771
