경도,위도
126.83760532897658,37.54441679460492
126.8370091869821,37.54317065793199
126.83486533614106,37.54534483916258
126.83469117939379,37.547846293688224
126.8351108947395,37.544127363524964
126.83005101492054,37.544069077611915
126.83153052558843,37.54330272564027
126.83775265429212,37.542054791171545
126.83128027607496,37.54597411094512
126.83017097370816,37.54208109626754
126.83096756148103,37.54420359251408
126.83625201112166,37.54451947536513
126.83704758728022,37.54300968862589
126.83877005680368,37.542509566053354
126.83648768386539,37.542046087236585
126.83053399892381,37.54657473483036
126.83351727116167,37.54066792160383
126.8336370551869,37.54446224668733
126.83300933782104,37.54619506201166
126.83715372259407,37.54289441735351
126.83309134080352,37.54480197213682
126.8303916041628,37.546659719960424
126.83234010743507,37.5431937171632
126.83675717345993,37.54476732394087
126.83620807788519,37.54508818907604
126.8362483966861,37.54373820662627
126.83966292302604,37.542216663628395
126.83523861049221,37.547879314717186
126.83755055026545,37.543353102962264
126.83861817549295,37.541295978852986
126.83324715501216,37.54146232508765
126.8388894781597,37.542409210828296
126.83476055511869,37.547741447471836
126.83881823386743,37.54304250099942
126.83631264795183,37.544275173624456
126.8373868780068,37.54398964781344
126.83317730650512,37.546752795772164
126.83377502388728,37.542136603807634
126.83236859665293,37.544398968271274
126.83407551144867,37.54275299891712
126.83701371069587,37.54498457580231
126.83459797225812,37.547838804895484
126.83493144198893,37.5421556552136
126.83797529581733,37.54256568670571
126.83738053164633,37.54309103131398
126.83736244237919,37.542783746661094
126.83549511263509,37.54523581525389
126.83409160689911,37.546661810419955
126.83320749980254,37.543038849648816
126.83263381499809,37.54730045819421
126.83061900463083,37.54746805922818
126.83849663918686,37.543620027847545
126.83218450116091,37.54219879578833
126.83094734550316,37.542653445980626
126.83573112140928,37.5436551122679
126.83373049063792,37.543224862341546
126.83022308482717,37.543731339121095
126.83204490245781,37.544393185965234
126.83064184419376,37.546467840126006
126.83438206441774,37.5439747418719
126.83045373258688,37.54548534636566
126.8301743745621,37.54313378925535
126.83374552920044,37.54080111799693
126.83495581883771,37.54271321445341
126.83464590772867,37.546691771448295
126.83779934883104,37.54352503802554
126.83300481236343,37.54712244344253
126.8317597783272,37.54724183185288
126.83648599560357,37.54515190775765
126.83668643490306,37.5433437178701
126.83414210834842,37.54778722296415
126.83063669743916,37.54515595289634
126.82997691721023,37.54324606320925
126.8368116377658,37.54278987375627
126.83145729022272,37.545996284495935
126.83139227630062,37.544706400363964
126.83140841195274,37.543625516851556
126.8330467037369,37.54452619367984
126.83640698958877,37.5443384298843
126.83285616061039,37.542240557807425
126.83540834474205,37.54234751329915
126.8360140812238,37.54613170700306
126.83989443495656,37.54196520093012
126.83632961458834,37.54250418177112
126.83246751087927,37.54284836906099
126.83255531387918,37.542460930116974
126.83490416406951,37.543007309654
126.83459318238575,37.545956727658634
126.83575455771323,37.5479377837663
126.83837794982098,37.542418700198574
126.83225006192083,37.5452698326829
126.83573240458156,37.546825688858384
126.83491764057105,37.54212395624886
126.83627720393602,37.542618209391
126.83472109363214,37.54107785976836
126.83869129433322,37.54243101152015
126.83167651064781,37.54456920314077
126.83166304993438,37.54206769348898
126.83062520536866,37.54424543150066
126.83237658266545,37.547325517728005
126.83551699183694,37.54447791393873
126.83757354292844,37.544392110047625
126.83590310541511,37.54335986478652
126.83849374437892,37.54246089465662
126.83826815583471,37.54210983476717
126.83108342590559,37.54202902344943
126.83148969806601,37.542258596343004
126.8342123186778,37.54760535742655
126.83721000587394,37.544534610750176
126.83749313493381,37.544348292123836
126.83193063208758,37.543710779160854
126.83269785823325,37.54629237133908
126.83735563871637,37.543345015427576
126.83328271008793,37.54509688604053
126.8312147517725,37.545989678509464
126.83597737685216,37.5479472758476
126.8316619482396,37.54574488103289
126.8341985107157,37.54040699288279
126.83390678795004,37.54590396722898
126.83638501605442,37.54094674276803
126.83720536361182,37.544685214268426
126.83280038372163,37.54596251153103
126.8379868286649,37.543647782081635
126.8389611121077,37.54310335389641
126.83601393803978,37.54554260189558
126.8347129472107,37.54422183898912
126.83018748949256,37.543357620743706
126.83606427696657,37.5449682988027
126.83084931027292,37.54476069516709
126.83015465682999,37.546797253463545
126.83510801039245,37.54067540661519
126.83982943436263,37.54192052376765
126.83109183980297,37.54564342872669
126.83444055487422,37.54374123556132
126.83532082348754,37.54464689662113
126.83314659995534,37.543097140180045
126.83485161996366,37.54431076226858
126.83198957049359,37.54590719795275
126.83227402252342,37.543069973015655
126.83374003790007,37.5470407380471
126.83312559745269,37.542493653316164
126.83419311424899,37.540615436992404
126.83059487839057,37.54354457057305
126.83808952841484,37.54257501428242
126.83102869087665,37.54428424066297
126.83694496266396,37.54345015173514
126.83590425305425,37.542281097513715
126.83390465874044,37.545174950079634
126.83396964741983,37.54103545354127
126.83207840622714,37.54291685240567
126.83252089227419,37.54237349882822
126.83080278111333,37.54707648587481
126.83013365539702,37.54361687233252
126.83633673281157,37.54333446275194
126.83339279221883,37.5434918455094
126.83386704530267,37.54619805531512
126.8388516442782,37.54225832137249
126.83421247000156,37.54194094527399
126.83164762426192,37.54677838622966
126.83336080071896,37.54486947629169
126.83363888155618,37.542378538460035
126.83290016843254,37.544154755035656
126.83121741801403,37.545274730906876
126.83787090455206,37.5439435777236
126.83548443520245,37.546008069449194
126.83559575213299,37.54433648191153
126.83384778101404,37.54110271729936
126.8382644585937,37.542920343145475
126.83614157049692,37.54324338509743
126.83368191107127,37.54137860271047
126.83214953701913,37.54346390692731
126.83473713787237,37.54769314025201
126.83392135148611,37.540802845021446
126.83077921255156,37.542300704149035
126.8304302849137,37.546741265124425
126.83283859051983,37.54507644172707
126.83307904873047,37.54384096031892
126.83593041388679,37.547146866973414
126.83014148027613,37.546971652679055
126.83681531207706,37.542768589694965
126.83580621557942,37.541935102288164
126.83747977225596,37.542530470883335
126.83728683359234,37.54326581426183
126.83560400665195,37.5416059514095
126.83639571816667,37.5439225692729
126.83241618345816,37.545574437462584
126.83172329461163,37.544876033892166
126.83247018233068,37.54593475211094
126.83471539330219,37.543465968893635
126.83331168286182,37.54165248488698
126.83217229707115,37.54431831617933
126.83247467929671,37.545675540498024
126.83567935279446,37.54391721275133
126.83391328101625,37.54223678076853
126.83604500196859,37.54683013195692
126.83601697744471,37.54558337927526
126.83369934860377,37.54355954878817
126.83172747227353,37.54731407853706
126.8340880931925,37.541116751803266
126.83398170434664,37.546130564415684
126.83567697884668,37.54129865689992
126.83801513313564,37.54177576988644
126.8351883185489,37.545942612937736
126.83889237243612,37.54280041260228
126.83152672815655,37.54540968943495
126.83335070089919,37.546884564409794
126.83405721483184,37.5423035161146
126.83770646988934,37.54379367425992
126.8362683149401,37.5474680790947
126.83920370232734,37.54172234753348
126.83478123352985,37.54253203149904
126.83782972498408,37.541520609047154
126.83811745107734,37.54204007343434
126.83563054601092,37.54579689820699
126.83625490786461,37.54133859137306
126.83935713794847,37.54168389435076
126.83400577074306,37.540846453843606
126.83261841608005,37.54645645633071
126.83251403907629,37.54267356577681
126.83588899678146,37.542996484779685
126.83059776903517,37.543712268545995
126.83151432298664,37.54504313549153
126.83253039418643,37.54604056555018
126.84019160290565,37.54178293959786
126.83901896255308,37.542986869115374
126.83395479449372,37.54302467929418
126.83221797761938,37.54403262706467
126.83539318467461,37.54032404597473
126.83039224767505,37.54446886330378
126.83138194341645,37.54530517601074
126.83700022346981,37.54200771809133
126.83452139323899,37.54415840789446
126.8361996915795,37.54158734406217
126.83079350989664,37.542913722687366
126.83420051568187,37.542377205265616
126.83423695392466,37.540353144943154
126.83231639304546,37.54578855330691
126.83495070738823,37.54274369273432
126.83315361148223,37.54399761114548
126.83134188870758,37.54450674478454
126.83151720639104,37.54601939353187
126.83278107308217,37.54536256201506
126.83139575460349,37.54597527418589
126.83672811509753,37.54278656755222
126.83558820956294,37.54293444678961
126.8367800335951,37.54462800766924
126.83855098794425,37.54294030136056
126.83514412843623,37.54276296724553
126.83191856253036,37.54606370121456
126.83133788800214,37.54482387140198
126.83644256259038,37.54574586776733
126.83414226678562,37.546607983044375
126.83083768986852,37.54567390937058
126.83926425603836,37.54234742429739
126.83472040124035,37.54313799930697
126.83098929313378,37.545220496988584
126.83128462928227,37.54381802184993
